"cantidad","fecha_pedido","exceso","material"
0.0336,2012-07-23,8.736e-05,"001012546"
3.36e-05,2012-07-23,8.736e-08,"001012764"
16.3799664,2012-07-23,0.04258791264,"001012887"
0.0504,2012-07-23,0.00013104,"001012554"
0.1344,2012-07-23,0.00034944,"001012695"
0.2016,2012-07-23,0.00052416,"001012525"
0.03,2012-06-12,0.000402,"001012546"
3e-05,2012-06-12,4.02e-07,"001012764"
14.62497,2012-06-12,0.195974598,"001012887"
0.045,2012-06-12,0.000603,"001012554"
0.12,2012-06-12,0.001608,"001012695"
0.18,2012-06-12,0.002412,"001012525"
0.0336,2012-08-14,0.00019824,"001012546"
3.36e-05,2012-08-14,1.9824e-07,"001012764"
16.3799664,2012-08-14,0.09664180176,"001012887"
0.0504,2012-08-14,0.00029736,"001012554"
0.1344,2012-08-14,0.00079296,"001012695"
0.2016,2012-08-14,0.00118944,"001012525"
0.0114,2012-06-01,0.0002052,"001012546"
1.14e-05,2012-06-01,2.052e-07,"001012764"
5.5574886,2012-06-01,0.1000347948,"001012887"
0.0171,2012-06-01,0.0003078,"001012554"
0.0456,2012-06-01,0.0008208,"001012695"
0.0684,2012-06-01,0.0012312,"001012525"
0.02,2012-07-15,0.000392,"001012546"
2e-05,2012-07-15,3.92e-07,"001012764"
9.74998,2012-07-15,0.191099608,"001012887"
0.03,2012-07-15,0.000588,"001012554"
0.08,2012-07-15,0.001568,"001012695"
0.12,2012-07-15,0.002352,"001012525"
0.0336,2012-05-17,0.00033264,"001012546"
3.36e-05,2012-05-17,3.3264e-07,"001012764"
16.3799664,2012-05-17,0.16216166736,"001012887"
0.0504,2012-05-17,0.00049896,"001012554"
0.1344,2012-05-17,0.00133056,"001012695"
0.2016,2012-05-17,0.00199584,"001012525"
0.032,2012-08-13,0.000528,"001012546"
3.2e-05,2012-08-13,5.28e-07,"001012764"
15.599968,2012-08-13,0.257399472,"001012887"
0.048,2012-08-13,0.000792,"001012554"
0.128,2012-08-13,0.002112,"001012695"
0.192,2012-08-13,0.003168,"001012525"
0.02,2012-07-17,0.000368,"001012546"
2e-05,2012-07-17,3.68e-07,"001012764"
9.74998,2012-07-17,0.179399632,"001012887"
0.03,2012-07-17,0.000552,"001012554"
0.08,2012-07-17,0.001472,"001012695"
0.12,2012-07-17,0.002208,"001012525"
0.0336,2012-07-24,3.024e-05,"001012546"
3.36e-05,2012-07-24,3.024e-08,"001012764"
16.3799664,2012-07-24,0.01474196976,"001012887"
0.0504,2012-07-24,4.536e-05,"001012554"
0.1344,2012-07-24,0.00012096,"001012695"
0.2016,2012-07-24,0.00018144,"001012525"
0.0336,2012-06-05,0.00025872,"001012546"
3.36e-05,2012-06-05,2.5872e-07,"001012764"
16.3799664,2012-06-05,0.12612574128,"001012887"
0.0504,2012-06-05,0.00038808,"001012554"
0.1344,2012-06-05,0.00103488,"001012695"
0.2016,2012-06-05,0.00155232,"001012525"
0.02,2012-07-19,0.000282,"001012546"
2e-05,2012-07-19,2.82e-07,"001012764"
9.74998,2012-07-19,0.137474718,"001012887"
0.03,2012-07-19,0.000423,"001012554"
0.08,2012-07-19,0.001128,"001012695"
0.12,2012-07-19,0.001692,"001012525"
0.0314,2012-08-14,0.00017584,"001012546"
3.14e-05,2012-08-14,1.7584e-07,"001012764"
15.3074686,2012-08-14,0.08572182416,"001012887"
0.0471,2012-08-14,0.00026376,"001012554"
0.1256,2012-08-14,0.00070336,"001012695"
0.1884,2012-08-14,0.00105504,"001012525"
0.032,2012-06-18,0.0002528,"001012546"
3.2e-05,2012-06-18,2.528e-07,"001012764"
15.599968,2012-06-18,0.1232397472,"001012887"
0.048,2012-06-18,0.0003792,"001012554"
0.128,2012-06-18,0.0010112,"001012695"
0.192,2012-06-18,0.0015168,"001012525"
0.0256,2012-05-23,7.68e-06,"001012546"
2.56e-05,2012-05-23,7.68e-09,"001012764"
12.4799744,2012-05-23,0.00374399232,"001012887"
0.0384,2012-05-23,1.152e-05,"001012554"
0.1024,2012-05-23,3.072e-05,"001012695"
0.1536,2012-05-23,4.608e-05,"001012525"
0.0314,2012-05-17,0.000628,"001012546"
3.14e-05,2012-05-17,6.28e-07,"001012764"
15.3074686,2012-05-17,0.306149372,"001012887"
0.0471,2012-05-17,0.000942,"001012554"
0.1256,2012-05-17,0.002512,"001012695"
0.1884,2012-05-17,0.003768,"001012525"
0.032,2012-06-11,0.00064,"001012546"
3.2e-05,2012-06-11,6.4e-07,"001012764"
15.599968,2012-06-11,0.31199936,"001012887"
0.048,2012-06-11,0.00096,"001012554"
0.128,2012-06-11,0.00256,"001012695"
0.192,2012-06-11,0.00384,"001012525"
0.0336,2012-06-18,0.00044688,"001012546"
3.36e-05,2012-06-18,4.4688e-07,"001012764"
16.3799664,2012-06-18,0.21785355312,"001012887"
0.0504,2012-06-18,0.00067032,"001012554"
0.1344,2012-06-18,0.00178752,"001012695"
0.2016,2012-06-18,0.00268128,"001012525"
0.0114,2012-08-01,0.00021432,"001012546"
1.14e-05,2012-08-01,2.1432e-07,"001012764"
5.5574886,2012-08-01,0.10448078568,"001012887"
0.0171,2012-08-01,0.00032148,"001012554"
0.0456,2012-08-01,0.00085728,"001012695"
0.0684,2012-08-01,0.00128592,"001012525"
0.018,2012-06-17,9.9e-05,"001012546"
1.8e-05,2012-06-17,9.9e-08,"001012764"
8.774982,2012-06-17,0.048262401,"001012887"
0.027,2012-06-17,0.0001485,"001012554"
0.072,2012-06-17,0.000396,"001012695"
0.108,2012-06-17,0.000594,"001012525"
0.0314,2012-06-06,0.00058404,"001012546"
3.14e-05,2012-06-06,5.8404e-07,"001012764"
15.3074686,2012-06-06,0.28471891596,"001012887"
0.0471,2012-06-06,0.00087606,"001012554"
0.1256,2012-06-06,0.00233616,"001012695"
0.1884,2012-06-06,0.00350424,"001012525"
0.0336,2012-06-19,0.00033264,"001012546"
3.36e-05,2012-06-19,3.3264e-07,"001012764"
16.3799664,2012-06-19,0.16216166736,"001012887"
0.0504,2012-06-19,0.00049896,"001012554"
0.1344,2012-06-19,0.00133056,"001012695"
0.2016,2012-06-19,0.00199584,"001012525"
0.0336,2012-05-16,0.00051408,"001012546"
3.36e-05,2012-05-16,5.1408e-07,"001012764"
16.3799664,2012-05-16,0.25061348592,"001012887"
0.0504,2012-05-16,0.00077112,"001012554"
0.1344,2012-05-16,0.00205632,"001012695"
0.2016,2012-05-16,0.00308448,"001012525"
0.0336,2012-07-30,0.00032592,"001012546"
3.36e-05,2012-07-30,3.2592e-07,"001012764"
16.3799664,2012-07-30,0.15888567408,"001012887"
0.0504,2012-07-30,0.00048888,"001012554"
0.1344,2012-07-30,0.00130368,"001012695"
0.2016,2012-07-30,0.00195552,"001012525"
0.0336,2012-06-12,0.00059472,"001012546"
3.36e-05,2012-06-12,5.9472e-07,"001012764"
16.3799664,2012-06-12,0.28992540528,"001012887"
0.0504,2012-06-12,0.00089208,"001012554"
0.1344,2012-06-12,0.00237888,"001012695"
0.2016,2012-06-12,0.00356832,"001012525"
0.0336,2012-08-13,0.00032928,"001012546"
3.36e-05,2012-08-13,3.2928e-07,"001012764"
16.3799664,2012-08-13,0.16052367072,"001012887"
0.0504,2012-08-13,0.00049392,"001012554"
0.1344,2012-08-13,0.00131712,"001012695"
0.2016,2012-08-13,0.00197568,"001012525"
0.0114,2012-07-25,5.13e-05,"001012546"
1.14e-05,2012-07-25,5.13e-08,"001012764"
5.5574886,2012-07-25,0.0250086987,"001012887"
0.0171,2012-07-25,7.695e-05,"001012554"
0.0456,2012-07-25,0.0002052,"001012695"
0.0684,2012-07-25,0.0003078,"001012525"
0.018,2012-06-04,0.0001098,"001012546"
1.8e-05,2012-06-04,1.098e-07,"001012764"
8.774982,2012-06-04,0.0535273902,"001012887"
0.027,2012-06-04,0.0001647,"001012554"
0.072,2012-06-04,0.0004392,"001012695"
0.108,2012-06-04,0.0006588,"001012525"
0.032,2012-07-23,0.0003776,"001012546"
3.2e-05,2012-07-23,3.776e-07,"001012764"
15.599968,2012-07-23,0.1840796224,"001012887"
0.048,2012-07-23,0.0005664,"001012554"
0.128,2012-07-23,0.0015104,"001012695"
0.192,2012-07-23,0.0022656,"001012525"
0.0114,2012-08-02,2.28e-06,"001012546"
1.14e-05,2012-08-02,2.28e-09,"001012764"
5.5574886,2012-08-02,0.00111149772,"001012887"
0.0171,2012-08-02,3.42e-06,"001012554"
0.0456,2012-08-02,9.12e-06,"001012695"
0.0684,2012-08-02,1.368e-05,"001012525"
0.0114,2012-06-14,0.00019608,"001012546"
1.14e-05,2012-06-14,1.9608e-07,"001012764"
5.5574886,2012-06-14,0.09558880392,"001012887"
0.0171,2012-06-14,0.00029412,"001012554"
0.0456,2012-06-14,0.00078432,"001012695"
0.0684,2012-06-14,0.00117648,"001012525"
0.0114,2012-06-13,0.0001425,"001012546"
1.14e-05,2012-06-13,1.425e-07,"001012764"
5.5574886,2012-06-13,0.0694686075,"001012887"
0.0171,2012-06-13,0.00021375,"001012554"
0.0456,2012-06-13,0.00057,"001012695"
0.0684,2012-06-13,0.000855,"001012525"
0.0314,2012-08-01,6.908e-05,"001012546"
3.14e-05,2012-08-01,6.908e-08,"001012764"
15.3074686,2012-08-01,0.03367643092,"001012887"
0.0471,2012-08-01,0.00010362,"001012554"
0.1256,2012-08-01,0.00027632,"001012695"
0.1884,2012-08-01,0.00041448,"001012525"
0.0114,2012-06-07,9.234e-05,"001012546"
1.14e-05,2012-06-07,9.234e-08,"001012764"
5.5574886,2012-06-07,0.04501565766,"001012887"
0.0171,2012-06-07,0.00013851,"001012554"
0.0456,2012-06-07,0.00036936,"001012695"
0.0684,2012-06-07,0.00055404,"001012525"
0.0114,2012-06-27,3.078e-05,"001012546"
1.14e-05,2012-06-27,3.078e-08,"001012764"
5.5574886,2012-06-27,0.01500521922,"001012887"
0.0171,2012-06-27,4.617e-05,"001012554"
0.0456,2012-06-27,0.00012312,"001012695"
0.0684,2012-06-27,0.00018468,"001012525"
0.02,2012-07-05,0.000296,"001012546"
2e-05,2012-07-05,2.96e-07,"001012764"
9.74998,2012-07-05,0.144299704,"001012887"
0.03,2012-07-05,0.000444,"001012554"
0.08,2012-07-05,0.001184,"001012695"
0.12,2012-07-05,0.001776,"001012525"
0.032,2012-06-25,0.0001728,"001012546"
3.2e-05,2012-06-25,1.728e-07,"001012764"
15.599968,2012-06-25,0.0842398272,"001012887"
0.048,2012-06-25,0.0002592,"001012554"
0.128,2012-06-25,0.0006912,"001012695"
0.192,2012-06-25,0.0010368,"001012525"
0.018,2012-05-28,5.04e-05,"001012546"
1.8e-05,2012-05-28,5.04e-08,"001012764"
8.774982,2012-05-28,0.0245699496,"001012887"
0.027,2012-05-28,7.56e-05,"001012554"
0.072,2012-05-28,0.0002016,"001012695"
0.108,2012-05-28,0.0003024,"001012525"
0.0256,2012-05-16,4.608e-05,"001012546"
2.56e-05,2012-05-16,4.608e-08,"001012764"
12.4799744,2012-05-16,0.02246395392,"001012887"
0.0384,2012-05-16,6.912e-05,"001012554"
0.1024,2012-05-16,0.00018432,"001012695"
0.1536,2012-05-16,0.00027648,"001012525"
0.01,2012-05-25,2.6e-05,"001012546"
1e-05,2012-05-25,2.6e-08,"001012764"
4.87499,2012-05-25,0.012674974,"001012887"
0.015,2012-05-25,3.9e-05,"001012554"
0.04,2012-05-25,0.000104,"001012695"
0.06,2012-05-25,0.000156,"001012525"
0.0336,2012-06-25,0.00017472,"001012546"
3.36e-05,2012-06-25,1.7472e-07,"001012764"
16.3799664,2012-06-25,0.08517582528,"001012887"
0.0504,2012-06-25,0.00026208,"001012554"
0.1344,2012-06-25,0.00069888,"001012695"
0.2016,2012-06-25,0.00104832,"001012525"
0.0336,2012-05-23,0.00054768,"001012546"
3.36e-05,2012-05-23,5.4768e-07,"001012764"
16.3799664,2012-05-23,0.26699345232,"001012887"
0.0504,2012-05-23,0.00082152,"001012554"
0.1344,2012-05-23,0.00219072,"001012695"
0.2016,2012-05-23,0.00328608,"001012525"
0.018,2012-06-24,0.00018,"001012546"
1.8e-05,2012-06-24,1.8e-07,"001012764"
8.774982,2012-06-24,0.08774982,"001012887"
0.027,2012-06-24,0.00027,"001012554"
0.072,2012-06-24,0.00072,"001012695"
0.108,2012-06-24,0.00108,"001012525"
0.03,2012-08-14,7.8e-05,"001012546"
3e-05,2012-08-14,7.8e-08,"001012764"
14.62497,2012-08-14,0.038024922,"001012887"
0.045,2012-08-14,0.000117,"001012554"
0.12,2012-08-14,0.000312,"001012695"
0.18,2012-08-14,0.000468,"001012525"
0.03,2012-06-05,0.000324,"001012546"
3e-05,2012-06-05,3.24e-07,"001012764"
14.62497,2012-06-05,0.157949676,"001012887"
0.045,2012-06-05,0.000486,"001012554"
0.12,2012-06-05,0.001296,"001012695"
0.18,2012-06-05,0.001944,"001012525"
0.03,2012-08-07,0.000222,"001012546"
3e-05,2012-08-07,2.22e-07,"001012764"
14.62497,2012-08-07,0.108224778,"001012887"
0.045,2012-08-07,0.000333,"001012554"
0.12,2012-08-07,0.000888,"001012695"
0.18,2012-08-07,0.001332,"001012525"
0.0314,2012-06-12,0.00045216,"001012546"
3.14e-05,2012-06-12,4.5216e-07,"001012764"
15.3074686,2012-06-12,0.22042754784,"001012887"
0.0471,2012-06-12,0.00067824,"001012554"
0.1256,2012-06-12,0.00180864,"001012695"
0.1884,2012-06-12,0.00271296,"001012525"
0.0336,2012-05-31,0.00049392,"001012546"
3.36e-05,2012-05-31,4.9392e-07,"001012764"
16.3799664,2012-05-31,0.24078550608,"001012887"
0.0504,2012-05-31,0.00074088,"001012554"
0.1344,2012-05-31,0.00197568,"001012695"
0.2016,2012-05-31,0.00296352,"001012525"
0.0114,2012-08-09,0.00016986,"001012546"
1.14e-05,2012-08-09,1.6986e-07,"001012764"
5.5574886,2012-08-09,0.08280658014,"001012887"
0.0171,2012-08-09,0.00025479,"001012554"
0.0456,2012-08-09,0.00067944,"001012695"
0.0684,2012-08-09,0.00101916,"001012525"
0.032,2012-08-06,0.0005344,"001012546"
3.2e-05,2012-08-06,5.344e-07,"001012764"
15.599968,2012-08-06,0.2605194656,"001012887"
0.048,2012-08-06,0.0008016,"001012554"
0.128,2012-08-06,0.0021376,"001012695"
0.192,2012-08-06,0.0032064,"001012525"
0.0314,2012-06-27,0.00048984,"001012546"
3.14e-05,2012-06-27,4.8984e-07,"001012764"
15.3074686,2012-06-27,0.23879651016,"001012887"
0.0471,2012-06-27,0.00073476,"001012554"
0.1256,2012-06-27,0.00195936,"001012695"
0.1884,2012-06-27,0.00293904,"001012525"
0.03,2012-05-22,0.000315,"001012546"
3e-05,2012-05-22,3.15e-07,"001012764"
14.62497,2012-05-22,0.153562185,"001012887"
0.045,2012-05-22,0.0004725,"001012554"
0.12,2012-05-22,0.00126,"001012695"
0.18,2012-05-22,0.00189,"001012525"
0.03,2012-05-30,0.000462,"001012546"
3e-05,2012-05-30,4.62e-07,"001012764"
14.62497,2012-05-30,0.225224538,"001012887"
0.045,2012-05-30,0.000693,"001012554"
0.12,2012-05-30,0.001848,"001012695"
0.18,2012-05-30,0.002772,"001012525"
0.02,2012-07-08,0.000164,"001012546"
2e-05,2012-07-08,1.64e-07,"001012764"
9.74998,2012-07-08,0.079949836,"001012887"
0.03,2012-07-08,0.000246,"001012554"
0.08,2012-07-08,0.000656,"001012695"
0.12,2012-07-08,0.000984,"001012525"
0.018,2012-07-22,0.000297,"001012546"
1.8e-05,2012-07-22,2.97e-07,"001012764"
8.774982,2012-07-22,0.144787203,"001012887"
0.027,2012-07-22,0.0004455,"001012554"
0.072,2012-07-22,0.001188,"001012695"
0.108,2012-07-22,0.001782,"001012525"
0.032,2012-07-30,9.6e-06,"001012546"
3.2e-05,2012-07-30,9.6e-09,"001012764"
15.599968,2012-07-30,0.0046799904,"001012887"
0.048,2012-07-30,1.44e-05,"001012554"
0.128,2012-07-30,3.84e-05,"001012695"
0.192,2012-07-30,5.76e-05,"001012525"
0.02,2012-07-01,0.000334,"001012546"
2e-05,2012-07-01,3.34e-07,"001012764"
9.74998,2012-07-01,0.162824666,"001012887"
0.03,2012-07-01,0.000501,"001012554"
0.08,2012-07-01,0.001336,"001012695"
0.12,2012-07-01,0.002004,"001012525"
0.03,2012-06-26,0.000405,"001012546"
3e-05,2012-06-26,4.05e-07,"001012764"
14.62497,2012-06-26,0.197437095,"001012887"
0.045,2012-06-26,0.0006075,"001012554"
0.12,2012-06-26,0.00162,"001012695"
0.18,2012-06-26,0.00243,"001012525"
0.03,2012-07-24,3.3e-05,"001012546"
3e-05,2012-07-24,3.3e-08,"001012764"
14.62497,2012-07-24,0.016087467,"001012887"
0.045,2012-07-24,4.95e-05,"001012554"
0.12,2012-07-24,0.000132,"001012695"
0.18,2012-07-24,0.000198,"001012525"
0.03,2012-06-19,0.000144,"001012546"
3e-05,2012-06-19,1.44e-07,"001012764"
14.62497,2012-06-19,0.070199856,"001012887"
0.045,2012-06-19,0.000216,"001012554"
0.12,2012-06-19,0.000576,"001012695"
0.18,2012-06-19,0.000864,"001012525"
0.0114,2012-06-21,6.84e-05,"001012546"
1.14e-05,2012-06-21,6.84e-08,"001012764"
5.5574886,2012-06-21,0.0333449316,"001012887"
0.0171,2012-06-21,0.0001026,"001012554"
0.0456,2012-06-21,0.0002736,"001012695"
0.0684,2012-06-21,0.0004104,"001012525"
0.02,2012-07-03,0.000238,"001012546"
2e-05,2012-07-03,2.38e-07,"001012764"
9.74998,2012-07-03,0.116024762,"001012887"
0.03,2012-07-03,0.000357,"001012554"
0.08,2012-07-03,0.000952,"001012695"
0.12,2012-07-03,0.001428,"001012525"
0.0114,2012-08-08,0.00012198,"001012546"
1.14e-05,2012-08-08,1.2198e-07,"001012764"
5.5574886,2012-08-08,0.05946512802,"001012887"
0.0171,2012-08-08,0.00018297,"001012554"
0.0456,2012-08-08,0.00048792,"001012695"
0.0684,2012-08-08,0.00073188,"001012525"
0.0114,2012-08-16,3.762e-05,"001012546"
1.14e-05,2012-08-16,3.762e-08,"001012764"
5.5574886,2012-08-16,0.01833971238,"001012887"
0.0171,2012-08-16,5.643e-05,"001012554"
0.0456,2012-08-16,0.00015048,"001012695"
0.0684,2012-08-16,0.00022572,"001012525"
0.0314,2012-05-31,0.00043332,"001012546"
3.14e-05,2012-05-31,4.3332e-07,"001012764"
15.3074686,2012-05-31,0.21124306668,"001012887"
0.0471,2012-05-31,0.00064998,"001012554"
0.1256,2012-05-31,0.00173328,"001012695"
0.1884,2012-05-31,0.00259992,"001012525"
0.032,2012-06-05,0.0002336,"001012546"
3.2e-05,2012-06-05,2.336e-07,"001012764"
15.599968,2012-06-05,0.1138797664,"001012887"
0.048,2012-06-05,0.0003504,"001012554"
0.128,2012-06-05,0.0009344,"001012695"
0.192,2012-06-05,0.0014016,"001012525"
0.0336,2012-06-06,0.0006048,"001012546"
3.36e-05,2012-06-06,6.048e-07,"001012764"
16.3799664,2012-06-06,0.2948393952,"001012887"
0.0504,2012-06-06,0.0009072,"001012554"
0.1344,2012-06-06,0.0024192,"001012695"
0.2016,2012-06-06,0.0036288,"001012525"
0.0314,2012-07-25,0.00018526,"001012546"
3.14e-05,2012-07-25,1.8526e-07,"001012764"
15.3074686,2012-07-25,0.09031406474,"001012887"
0.0471,2012-07-25,0.00027789,"001012554"
0.1256,2012-07-25,0.00074104,"001012695"
0.1884,2012-07-25,0.00111156,"001012525"
0.0336,2012-06-26,0.00063168,"001012546"
3.36e-05,2012-06-26,6.3168e-07,"001012764"
16.3799664,2012-06-26,0.30794336832,"001012887"
0.0504,2012-06-26,0.00094752,"001012554"
0.1344,2012-06-26,0.00252672,"001012695"
0.2016,2012-06-26,0.00379008,"001012525"
0.0114,2012-06-28,9.12e-06,"001012546"
1.14e-05,2012-06-28,9.12e-09,"001012764"
5.5574886,2012-06-28,0.00444599088,"001012887"
0.0171,2012-06-28,1.368e-05,"001012554"
0.0456,2012-06-28,3.648e-05,"001012695"
0.0684,2012-06-28,5.472e-05,"001012525"
0.0114,2012-06-20,3.078e-05,"001012546"
1.14e-05,2012-06-20,3.078e-08,"001012764"
5.5574886,2012-06-20,0.01500521922,"001012887"
0.0171,2012-06-20,4.617e-05,"001012554"
0.0456,2012-06-20,0.00012312,"001012695"
0.0684,2012-06-20,0.00018468,"001012525"
15.75,2012-07-11,0.00315,"001018459"
2.75,2012-07-11,0.00055,"001018475"
9,2012-07-11,0.0018,"001018477"
1.5,2012-07-11,3e-04,"001018488"
5,2012-07-11,0.001,"001018784"
10,2012-07-11,0.002,"001018799"
6,2012-07-11,0.0012,"001018497"
15.75,2012-07-04,0.04725,"001018459"
2.75,2012-07-04,0.00825,"001018475"
9,2012-07-04,0.027,"001018477"
1.5,2012-07-04,0.0045,"001018488"
5,2012-07-04,0.015,"001018784"
10,2012-07-04,0.03,"001018799"
6,2012-07-04,0.018,"001018497"
15.75,2012-07-02,0.026775,"001018459"
2.75,2012-07-02,0.004675,"001018475"
9,2012-07-02,0.0153,"001018477"
1.5,2012-07-02,0.00255,"001018488"
5,2012-07-02,0.0085,"001018784"
10,2012-07-02,0.017,"001018799"
6,2012-07-02,0.0102,"001018497"
15.75,2012-07-09,0.0567,"001018459"
2.75,2012-07-09,0.0099,"001018475"
9,2012-07-09,0.0324,"001018477"
1.5,2012-07-09,0.0054,"001018488"
5,2012-07-09,0.018,"001018784"
10,2012-07-09,0.036,"001018799"
6,2012-07-09,0.0216,"001018497"
15.75,2012-07-12,0.184275,"001018459"
2.75,2012-07-12,0.032175,"001018475"
9,2012-07-12,0.1053,"001018477"
1.5,2012-07-12,0.01755,"001018488"
5,2012-07-12,0.0585,"001018784"
10,2012-07-12,0.117,"001018799"
6,2012-07-12,0.0702,"001018497"
15.75,2012-07-05,0.278775,"001018459"
2.75,2012-07-05,0.048675,"001018475"
9,2012-07-05,0.1593,"001018477"
1.5,2012-07-05,0.02655,"001018488"
5,2012-07-05,0.0885,"001018784"
10,2012-07-05,0.177,"001018799"
6,2012-07-05,0.1062,"001018497"
15.75,2012-07-18,0.23625,"001018459"
2.75,2012-07-18,0.04125,"001018475"
9,2012-07-18,0.135,"001018477"
1.5,2012-07-18,0.0225,"001018488"
5,2012-07-18,0.075,"001018784"
10,2012-07-18,0.15,"001018799"
6,2012-07-18,0.09,"001018497"
15.75,2012-07-19,0.108675,"001018459"
2.75,2012-07-19,0.018975,"001018475"
9,2012-07-19,0.0621,"001018477"
1.5,2012-07-19,0.01035,"001018488"
5,2012-07-19,0.0345,"001018784"
10,2012-07-19,0.069,"001018799"
6,2012-07-19,0.0414,"001018497"
15.75,2012-07-16,0.02205,"001018459"
2.75,2012-07-16,0.00385,"001018475"
9,2012-07-16,0.0126,"001018477"
1.5,2012-07-16,0.0021,"001018488"
5,2012-07-16,0.007,"001018784"
10,2012-07-16,0.014,"001018799"
6,2012-07-16,0.0084,"001018497"
94.5,2012-06-26,1.57815,"001018459"
36,2012-06-26,0.6012,"001018487"
60,2012-06-26,1.002,"001018799"
54,2012-06-26,0.9018,"001018477"
9,2012-06-26,0.1503,"001018488"
30,2012-06-26,0.501,"001018784"
16.5,2012-06-26,0.27555,"001018485"
94.5,2012-06-05,1.4931,"001018459"
36,2012-06-05,0.5688,"001018487"
60,2012-06-05,0.948,"001018799"
54,2012-06-05,0.8532,"001018477"
9,2012-06-05,0.1422,"001018488"
30,2012-06-05,0.474,"001018784"
16.5,2012-06-05,0.2607,"001018485"
44.1,2012-08-07,0.8379,"001018459"
16.8,2012-08-07,0.3192,"001018487"
28,2012-08-07,0.532,"001018799"
25.2,2012-08-07,0.4788,"001018477"
4.2,2012-08-07,0.0798,"001018488"
14,2012-08-07,0.266,"001018784"
7.7,2012-08-07,0.1463,"001018485"
5.04,2012-06-04,0.042336,"001018459"
1.92,2012-06-04,0.016128,"001018487"
3.2,2012-06-04,0.02688,"001018799"
2.88,2012-06-04,0.024192,"001018477"
0.48,2012-06-04,0.004032,"001018488"
1.6,2012-06-04,0.01344,"001018784"
0.88,2012-06-04,0.007392,"001018485"
94.5,2012-06-19,1.2096,"001018459"
36,2012-06-19,0.4608,"001018487"
60,2012-06-19,0.768,"001018799"
54,2012-06-19,0.6912,"001018477"
9,2012-06-19,0.1152,"001018488"
30,2012-06-19,0.384,"001018784"
16.5,2012-06-19,0.2112,"001018485"
5.04,2012-06-11,0.0252,"001018459"
1.92,2012-06-11,0.0096,"001018487"
3.2,2012-06-11,0.016,"001018799"
2.88,2012-06-11,0.0144,"001018477"
0.48,2012-06-11,0.0024,"001018488"
1.6,2012-06-11,0.008,"001018784"
0.88,2012-06-11,0.0044,"001018485"
44.1,2012-08-14,0.20286,"001018459"
16.8,2012-08-14,0.07728,"001018487"
28,2012-08-14,0.1288,"001018799"
25.2,2012-08-14,0.11592,"001018477"
4.2,2012-08-14,0.01932,"001018488"
14,2012-08-14,0.0644,"001018784"
7.7,2012-08-14,0.03542,"001018485"
5.04,2012-07-23,0.028728,"001018459"
1.92,2012-07-23,0.010944,"001018487"
3.2,2012-07-23,0.01824,"001018799"
2.88,2012-07-23,0.016416,"001018477"
0.48,2012-07-23,0.002736,"001018488"
1.6,2012-07-23,0.00912,"001018784"
0.88,2012-07-23,0.005016,"001018485"
44.1,2012-05-17,0.87759,"001018459"
16.8,2012-05-17,0.33432,"001018487"
28,2012-05-17,0.5572,"001018799"
25.2,2012-05-17,0.50148,"001018477"
4.2,2012-05-17,0.08358,"001018488"
14,2012-05-17,0.2786,"001018784"
7.7,2012-05-17,0.15323,"001018485"
94.5,2012-06-11,0.0756,"001018459"
36,2012-06-11,0.0288,"001018487"
60,2012-06-11,0.048,"001018799"
54,2012-06-11,0.0432,"001018477"
9,2012-06-11,0.0072,"001018488"
30,2012-06-11,0.024,"001018784"
16.5,2012-06-11,0.0132,"001018485"
15.75,2012-07-05,0.0252,"001018459"
6,2012-07-05,0.0096,"001018487"
10,2012-07-05,0.016,"001018799"
9,2012-07-05,0.0144,"001018477"
1.5,2012-07-05,0.0024,"001018488"
5,2012-07-05,0.008,"001018784"
2.75,2012-07-05,0.0044,"001018485"
15.75,2012-07-02,0.16695,"001018459"
6,2012-07-02,0.0636,"001018487"
10,2012-07-02,0.106,"001018799"
9,2012-07-02,0.0954,"001018477"
1.5,2012-07-02,0.0159,"001018488"
5,2012-07-02,0.053,"001018784"
2.75,2012-07-02,0.02915,"001018485"
5.04,2012-06-18,0.065016,"001018459"
1.92,2012-06-18,0.024768,"001018487"
3.2,2012-06-18,0.04128,"001018799"
2.88,2012-06-18,0.037152,"001018477"
0.48,2012-06-18,0.006192,"001018488"
1.6,2012-06-18,0.02064,"001018784"
0.88,2012-06-18,0.011352,"001018485"
6.3,2012-05-22,0.05418,"001018459"
2.4,2012-05-22,0.02064,"001018487"
4,2012-05-22,0.0344,"001018799"
3.6,2012-05-22,0.03096,"001018477"
0.6,2012-05-22,0.00516,"001018488"
2,2012-05-22,0.0172,"001018784"
1.1,2012-05-22,0.00946,"001018485"
15.75,2012-07-12,0.1827,"001018459"
6,2012-07-12,0.0696,"001018487"
10,2012-07-12,0.116,"001018799"
9,2012-07-12,0.1044,"001018477"
1.5,2012-07-12,0.0174,"001018488"
5,2012-07-12,0.058,"001018784"
2.75,2012-07-12,0.0319,"001018485"
94.5,2012-05-30,1.06785,"001018459"
36,2012-05-30,0.4068,"001018487"
60,2012-05-30,0.678,"001018799"
54,2012-05-30,0.6102,"001018477"
9,2012-05-30,0.1017,"001018488"
30,2012-05-30,0.339,"001018784"
16.5,2012-05-30,0.18645,"001018485"
44.1,2012-06-26,0.76293,"001018459"
16.8,2012-06-26,0.29064,"001018487"
28,2012-06-26,0.4844,"001018799"
25.2,2012-06-26,0.43596,"001018477"
4.2,2012-06-26,0.07266,"001018488"
